date,order_book_id
2021-11-22,30
2021-11-23,30
2021-11-24,30
2021-12-03,30
2021-12-07,30
2021-12-08,30
2021-12-09,30
2021-12-10,30
2021-12-13,30
2021-12-14,30
2021-12-15,30
2021-12-16,30
2021-12-17,30
2021-12-21,30
2021-12-22,30
2021-12-23,30
2021-12-24,30
2021-12-27,30
2021-12-28,30
2021-12-30,30
2021-12-31,30
2022-01-04,30
2023-01-16,30
2023-01-17,30
2023-01-18,30
2023-01-19,30
2023-01-20,30
2023-01-30,30
2023-01-31,30
2023-02-01,30
2023-02-02,30
2023-02-03,30
2023-02-06,30
2023-02-07,30
2023-02-08,30
2023-02-09,30
2023-02-10,30
2023-02-13,30
2023-02-14,30
2023-02-15,30
2023-02-16,30
2023-02-20,30
2023-02-21,30
2023-02-22,30
2023-02-23,30
2023-02-24,30
2023-02-27,30
2023-02-28,30
2023-03-01,30
2023-03-02,30
2023-03-03,30
2023-03-06,30
2023-03-07,30
2023-03-08,30
2023-03-09,30
2023-03-23,30
2023-03-24,30
2023-03-27,30
2023-03-29,30
2023-03-30,30
2023-03-31,30
2023-04-03,30
2023-04-04,30
2023-04-06,30
2023-04-07,30
2023-04-10,30
2023-04-11,30
2023-04-12,30
2023-04-13,30
2023-04-14,30
2023-04-17,30
2023-04-18,30
2023-04-19,30
2023-04-20,30
2023-04-21,30
2023-04-28,30
2023-05-04,30
2023-05-08,30
2023-07-28,30
2023-07-31,30
2023-08-01,30
2023-08-02,30
2023-08-03,30
2023-08-04,30
2023-08-07,30
2023-08-08,30
2023-08-10,30
2024-05-06,30
2024-05-07,30
2024-05-09,30
2024-05-10,30
2024-05-13,30
2024-05-14,30
2024-05-17,30
2024-05-20,30
2024-05-21,30
2024-05-22,30
2024-09-26,30
2024-09-27,30
2024-09-30,30
2024-10-08,30
2024-10-09,30
2024-10-10,30
2024-10-11,30
2024-10-14,30
2024-10-15,30
2024-10-16,30
2024-10-17,30
2024-10-18,30
2024-10-21,30
2024-10-22,30
2024-10-23,30
2024-10-24,30
2024-10-25,30
2024-10-28,30
2024-10-29,30
2024-10-30,30
2024-10-31,30
2024-11-01,30
2024-11-04,30
2024-11-05,30
2024-11-06,30
2024-11-07,30
2024-11-08,30
2024-11-11,30
2024-11-12,30
2024-11-13,30
2024-11-14,30
2024-11-15,30
2024-11-18,30
2024-11-19,30
2024-11-20,30
2024-11-21,30
2024-11-22,30
2024-11-25,30
2024-11-26,30
2024-11-27,30
2024-11-28,30
2024-11-29,30
2024-12-02,30
2024-12-03,30
2024-12-04,30
2024-12-05,30
2024-12-06,30
2024-12-09,30
2024-12-10,30
2024-12-11,30
2024-12-12,30
2024-12-13,30
2024-12-16,30
2024-12-17,30
2024-12-18,30
2024-12-19,30
2024-12-20,30
2024-12-23,30
2024-12-24,30
2024-12-25,30
2024-12-26,30
2024-12-27,30
2024-12-30,30
2024-12-31,30
2025-01-02,30
2025-01-03,30
2025-01-06,30
2025-01-07,30
2025-01-08,30
2025-01-09,30
2025-01-10,30
2025-01-13,30
2025-01-14,30
2025-01-15,30
2025-01-16,30
2025-01-17,30
2025-01-20,30
2025-01-21,30
2025-01-22,30
2025-01-23,30
2025-01-24,30
2025-01-27,30
2025-02-05,30
2025-02-06,30
2025-02-07,30
2025-02-10,30
2025-02-11,30
2025-02-12,30
2025-02-13,30
2025-02-14,30
2025-02-17,30
2025-02-18,30
2025-02-19,30
2025-02-20,30
2025-02-21,30
2025-02-24,30
2025-02-25,30
2025-02-26,30
2025-02-27,30
2025-02-28,30
2025-03-03,30
2025-03-04,30
2025-03-05,30
2025-03-06,30
2025-03-07,30
2025-03-10,30
2025-03-11,30
2025-03-12,30
2025-03-13,30
2025-03-14,30
2025-03-17,30
2025-03-18,30
2025-03-19,30
2025-03-20,30
2025-03-21,30
2025-03-24,30
2025-03-25,30
2025-03-26,30
2025-03-27,30
2025-03-28,30
2025-03-31,30
2025-04-01,30
2025-04-02,30
2025-04-03,30
2025-04-10,30
2025-04-11,30
2025-04-14,30
2025-04-15,30
2025-04-16,30
2025-04-17,30
2025-04-18,30
2025-04-21,30
2025-04-22,30
2025-04-23,30
2025-04-24,30
2025-04-25,30
2025-04-28,30
2025-04-29,30
2025-04-30,30
2025-05-06,30
2025-05-07,30
2025-05-08,30
2025-05-09,30
2025-05-12,30
2025-05-13,30
2025-05-14,30
2025-05-15,30
2025-05-16,30
2025-05-19,30
2025-05-20,30
2025-05-21,30
2025-05-22,30
2025-05-23,30
2025-05-26,30
2025-05-27,30
2025-05-28,30
2025-05-29,30
2025-05-30,30
2025-06-03,30
2025-06-04,30
2025-06-05,30
2025-06-06,30
2025-06-09,30
2025-06-10,30
2025-06-11,30
2025-06-12,30
2025-06-13,30
2025-06-16,30
2025-06-17,30
2025-06-18,30
2025-06-19,30
2025-06-20,30
2025-06-23,30
2025-06-24,30
2025-06-25,30
2025-06-26,30
2025-06-27,30
2025-06-30,30
2025-07-01,30
2025-07-02,30
2025-07-03,30
2025-07-04,30
2025-07-07,30
2025-07-08,30
2025-07-09,30
2025-07-10,30
2025-07-11,30
2025-07-14,30
2025-07-15,30
2025-07-16,30
2025-07-17,30
2025-07-18,30
2025-07-21,30
2025-07-22,30
2025-07-23,30
2025-07-24,30
2025-07-25,30
2025-07-28,30
2025-07-29,30
2025-07-30,30
2025-07-31,30
2025-08-01,30
2025-08-04,30
2025-08-05,30
2025-08-06,30
2025-08-07,30
2025-08-08,30
2025-08-11,30
2025-08-12,30
2025-08-13,30
2025-08-14,30
2025-08-15,30
2025-08-18,30
2025-08-19,30
2025-08-20,30
2025-08-21,30
2025-08-22,30
2025-08-25,30
2025-08-26,30
2025-08-27,30
2025-08-28,30
2025-08-29,30
2025-09-01,30
2025-09-02,30
2025-09-03,30
2025-09-04,30
2025-09-05,30
2025-09-08,30
2025-09-09,30
2025-09-10,30
2025-09-11,30
2025-09-12,30
2025-09-15,30
2025-09-16,30
2025-09-17,30
2025-09-18,30
2025-09-19,30
2025-09-22,30
2025-09-23,30
2025-09-24,30
2025-09-25,30
2025-09-26,30
2025-09-29,30
2025-09-30,30
2025-10-09,30
2025-10-10,30
2025-10-13,30
2025-10-14,30
2025-10-15,30
2025-10-16,30
2025-10-17,30
2025-10-20,30
2025-10-21,30
2025-10-22,30
2025-10-23,30
2025-10-24,30
2025-10-27,30
2025-10-28,30
2025-10-29,30
2025-10-30,30
2025-10-31,30
2025-11-03,30
2025-11-04,30
2025-11-05,30
2025-11-06,30
2025-11-07,30
2025-11-10,30
2025-11-11,30
2025-11-12,30
2025-11-13,30
2025-11-14,30
2025-11-17,30
2025-11-18,30
2025-11-19,30
2025-11-20,30
2025-11-21,30
2025-11-24,30
2025-11-25,30
2025-11-26,30
2025-11-27,30
2025-11-28,30
2025-12-01,30
2025-12-02,30
2025-12-03,30
2025-12-04,30
2025-12-05,30
2025-12-08,30
2025-12-09,30
2025-12-10,30
2025-12-11,30
2025-12-12,30
2025-12-15,30
2025-12-16,30
2025-12-17,30
2025-12-18,30
2025-12-19,30
2025-12-22,30
2025-12-23,30
2025-12-24,30
2025-12-25,30
2025-12-26,30
2025-12-29,30
2025-12-30,30
2025-12-31,30
2026-01-05,30
2026-01-06,30
2026-01-07,30
2026-01-08,30
2026-01-09,30
2026-01-12,30
2026-01-13,30
2026-01-14,30
2026-01-15,30
2026-01-16,30
2026-01-19,30
2026-01-20,30
2026-01-21,30
2026-01-22,30
2026-01-23,30
2026-01-26,30
2026-01-27,30
2026-01-28,30
2026-01-29,30
2026-01-30,30
2026-02-02,30
2026-02-03,30
2026-02-04,30
2026-02-05,30
2026-02-06,30
2026-02-09,30
2026-02-10,30
2026-02-11,30
2026-02-12,30
2026-02-13,30
2026-02-24,30
2026-02-25,30
2026-02-26,30
2026-02-27,30
2026-03-02,30
2026-03-03,30
2026-03-04,30
2026-03-05,30
2026-03-06,30
2026-03-09,30
2026-03-10,30
2026-03-11,30
2026-03-12,30
2026-03-13,30
2026-03-16,30
2026-03-17,30
2026-03-18,30
2026-03-19,30
2026-03-20,30
2026-03-23,30
2026-03-24,30
2026-03-25,30
2026-03-26,30
2026-03-27,30
2026-03-30,30
2026-03-31,30
2026-04-01,30
2026-04-02,30
2026-04-03,30
2026-04-07,30
2026-04-08,30
2026-04-09,30
2026-04-10,30
2026-04-13,30
2026-04-14,30
2026-04-15,30
2026-04-16,30
2026-04-17,30
2026-04-20,30
2026-04-21,30
2026-04-22,30
2026-04-23,30
2026-04-24,30
2026-04-27,30
2026-04-28,30
2026-04-29,30
2026-04-30,30
2026-05-06,30
2026-05-07,30
2026-05-08,30
2026-05-11,30
2026-05-12,30
2026-05-13,30
2026-05-14,30
2026-05-15,30
2026-05-18,30
2026-05-19,30
2026-05-20,30
2026-05-21,30
2026-05-22,30
2026-05-25,30
2026-05-26,30
2026-05-27,30
2026-05-28,30
2026-05-29,30
2026-06-01,30
2026-06-02,30
2026-06-03,30
2026-06-04,30
2026-06-05,30
2026-06-08,30
2026-06-09,30
2026-06-10,30
2026-06-11,30
2026-06-12,30
2026-06-15,30
2026-06-16,30
